Requester,Title,HITs,Reward,filename,sentences,tokenized_text,normalized_text,tokenized_sents,normalized_sents,POS_sents
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-12_8-00.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native DANISH speakers: Make 20 short recordings (20200224_LG_da),1,20,3-13_7-00.csv,"[['Native', 'DANISH', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG_da', ')']]","['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']","['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']","[['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']]","[['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']]","[[('Native', 'JJ'), ('DANISH', 'NN'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG_da', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-13_8-05.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-15_2-00.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-18_5-00.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-18_5-00.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-15_4-00.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-15_3-00.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native DANISH speakers: Make 20 short recordings (20200224_LG_da),1,20,3-19_8-00.csv,"[['Native', 'DANISH', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG_da', ')']]","['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']","['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']","[['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']]","[['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']]","[[('Native', 'JJ'), ('DANISH', 'NN'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG_da', 'CD'), (')', '-RRB-')]]"
AB Lab - University of Calgary,Compensation HIT for A Study About Gambling and Online Social Gaming(~ 1 minutes),1,20,3-13_9-00.csv,"[['Compensation', 'HIT', 'for', 'A', 'Study', 'About', 'Gambling', 'and', 'Online', 'Social', 'Gaming', '(', '~', '1', 'minutes', ')']]","['Compensation', 'HIT', 'for', 'A', 'Study', 'About', 'Gambling', 'and', 'Online', 'Social', 'Gaming(~', '1', 'minutes']","['compensation', 'hit', 'study', 'gamble', 'online', 'social', 'gaming(~', 'minute']","[['Compensation', 'HIT', 'for', 'A', 'Study', 'About', 'Gambling', 'and', 'Online', 'Social', 'Gaming(~', '1', 'minutes']]","[['compensation', 'hit', 'study', 'gamble', 'online', 'social', 'gaming(~', 'minute']]","[[('Compensation', 'NN'), ('HIT', 'VBN'), ('for', 'IN'), ('A', 'DT'), ('Study', 'NN'), ('About', 'IN'), ('Gambling', 'NNP'), ('and', 'CC'), ('Online', 'NNP'), ('Social', 'NNP'), ('Gaming', 'NNP'), ('(', '-LRB-'), ('~', 'NFP'), ('1', 'CD'), ('minutes', 'NNS'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-19_9-00.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-16_8-00.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-15_4-00.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Rex,Transcribe a church sermon video clip,10,20,3-10_4-05.csv,"[['Transcribe', 'a', 'church', 'sermon', 'video', 'clip']]","['Transcribe', 'a', 'church', 'sermon', 'video', 'clip']","['transcribe', 'church', 'sermon', 'video', 'clip']","[['Transcribe', 'a', 'church', 'sermon', 'video', 'clip']]","[['transcribe', 'church', 'sermon', 'video', 'clip']]","[[('Transcribe', 'IN'), ('a', 'DT'), ('church', 'NN'), ('sermon', 'NN'), ('video', 'NN'), ('clip', 'NN')]]"
Hyeon mook-Park,"음성 품질 평가 (소요시간: ~1시간 /난이도: 매우쉬움, 직관적 / 페이: 매우높음)",1,20,3-14_8-00.csv,"[['음성', '품질', '평가', '(', '소요시간', ':', '~1시간', '/난이도', ':', '매우쉬움', ',', '직관적', '/', '페이', ':', '매우높음', ')']]","['음성', '품질', '평가', '소요시간', '~1시간', '/난이도', '매우쉬움', '직관적', '페이', '매우높음']","['음성', '품질', '평가', '소요시간', '~1시간', '/난이도', '매우쉬움', '직관적', '페이', '매우높음']","[['음성', '품질'], ['평가', '소요시간', '~1시간', '/난이도'], ['매우쉬움', '직관적', '페이', '매우높음']]","[['음성', '품질'], ['평가', '소요시간', '~1시간', '/난이도'], ['매우쉬움', '직관적', '페이', '매우높음']]","[[('음성', 'UH'), ('품질', 'NNP')], [('평가', 'NNP'), ('(', '-LRB-'), ('소요시간', 'NNP'), (':', ':'), ('~1시간', 'NFP'), ('/난이도', '.'), (':', ':')], [('매우쉬움', 'NNP'), (',', ','), ('직관적', 'FW'), ('/', 'SYM'), ('페이', 'RB'), (':', ':'), ('매우높음', 'NN'), (')', '-RRB-')]]"
Hyeon mook-Park,"음성 품질 평가 (소요시간: ~1시간 /난이도: 매우쉬움, 직관적 / 페이: 매우높음)",1,20,3-15_3-00.csv,"[['음성', '품질', '평가', '(', '소요시간', ':', '~1시간', '/난이도', ':', '매우쉬움', ',', '직관적', '/', '페이', ':', '매우높음', ')']]","['음성', '품질', '평가', '소요시간', '~1시간', '/난이도', '매우쉬움', '직관적', '페이', '매우높음']","['음성', '품질', '평가', '소요시간', '~1시간', '/난이도', '매우쉬움', '직관적', '페이', '매우높음']","[['음성', '품질'], ['평가', '소요시간', '~1시간', '/난이도'], ['매우쉬움', '직관적', '페이', '매우높음']]","[['음성', '품질'], ['평가', '소요시간', '~1시간', '/난이도'], ['매우쉬움', '직관적', '페이', '매우높음']]","[[('음성', 'UH'), ('품질', 'NNP')], [('평가', 'NNP'), ('(', '-LRB-'), ('소요시간', 'NNP'), (':', ':'), ('~1시간', 'NFP'), ('/난이도', '.'), (':', ':')], [('매우쉬움', 'NNP'), (',', ','), ('직관적', 'FW'), ('/', 'SYM'), ('페이', 'RB'), (':', ':'), ('매우높음', 'NN'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-19_8-00.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-11_8-10.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-13_12-30.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native DANISH speakers: Make 20 short recordings (20200224_LG_da),1,20,3-13_12-30.csv,"[['Native', 'DANISH', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG_da', ')']]","['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']","['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']","[['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']]","[['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']]","[[('Native', 'JJ'), ('DANISH', 'NN'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG_da', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-13_12-30.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native DANISH speakers: Make 20 short recordings (20200224_LG_da),1,20,3-11_8-10.csv,"[['Native', 'DANISH', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG_da', ')']]","['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']","['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']","[['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']]","[['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']]","[[('Native', 'JJ'), ('DANISH', 'NN'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG_da', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-11_8-10.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native NORWEGIAN speakers: Make 20 short recordings (20200224_LG),1,20,3-21_6-00.csv,"[['Native', 'NORWEGIAN', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'NORWEGIAN', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'norwegian', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('NORWEGIAN', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native DANISH speakers: Make 20 short recordings (20200224_LG_da),1,20,3-21_6-00.csv,"[['Native', 'DANISH', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG_da', ')']]","['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']","['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']","[['Native', 'DANISH', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG_da']]","[['native', 'danish', 'speaker', 'short', 'recording', '20200224_lg_da']]","[[('Native', 'JJ'), ('DANISH', 'NN'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG_da', 'CD'), (')', '-RRB-')]]"
Acme Data Collection,Native Swedish speakers: Make 20 short recordings (20200224_LG),1,20,3-21_6-00.csv,"[['Native', 'Swedish', 'speakers', ':', 'Make', '20', 'short', 'recordings', '(', '20200224_LG', ')']]","['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']","['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']","[['Native', 'Swedish', 'speakers', 'Make', '20', 'short', 'recordings', '20200224_LG']]","[['native', 'swedish', 'speaker', 'short', 'recording', '20200224_lg']]","[[('Native', 'JJ'), ('Swedish', 'JJ'), ('speakers', 'NNS'), (':', ':'), ('Make', 'VB'), ('20', 'CD'), ('short', 'JJ'), ('recordings', 'NNS'), ('(', '-LRB-'), ('20200224_LG', 'CD'), (')', '-RRB-')]]"
